Link,Platform,Year,Description,Image_num,Hand,Pose,Content_pose,Audio_track,Highlights
https://www.annuncitrovalosubito.com/0/posts/1-ANIMALI/2-Vendo/41903-pappagalli-e-uccelli-vendita-ingrosso.html,Trovalosubito,,"europanimals  srl vende parrocchetti,cenerini allevati a mano vi offriamo varietà di pappagalli di uccelli,e altri animali i cuccioli , presenti nel sito,abbiamo ottimi prezzi sia per i negozianti sia per i rivenditori,e infine anche per privati,i ...",252,No Hand,,,,
https://www.annuncitrovalosubito.com/0/posts/1-ANIMALI/2-Vendo/4503-TENERISSIMI-DOLCI-DA-COCCOLARE-.html,Trovalosubito,,"animalhouseuccelli vendiamo uccelli di varie razze,come cocorite,amazzoni,cenerini,calopsiti,canarini,are,parrocchetti,abbiamo altresi anche roditori,serpenti ,e cuccioli su ordinazione,tartarughe ,ecc. visita il nostro sito www.animalhouseuccelli.webnode...",253,No Hand,,,,
https://www.annuncitrovalosubito.com/0/posts/1-ANIMALI/4-Persi-e-Ritrovati/93305-Smarrito-parrocchetto-monaco.html,Trovalosubito,,"Ho perduto il mio pappagallo parrocchetto monaco a Roma in zona borghesiana/ponte di nona, Vi prego di contattarmi al 328 62 60 044",254,No Hand,TouchingTips,Image,,
https://www.annuncitrovalosubito.com/0/posts/1-ANIMALI/4-Persi-e-Ritrovati/93455-Parrocchetto-monaco-verde-perso.html,Trovalosubito,,"Perso un parrocchetto monaco verde.
Offro una ricompensa a chi trova.
Contattere il numero 3314990075",255,No Hand,Open,Image,,
https://www.annuncitrovalosubito.com/0/posts/1-ANIMALI/4-Persi-e-Ritrovati/95609-Parrocchetto-dal-collare-albino-scomparso-.html,Trovalosubito,,"Salve è veramente importante ritrovarlo. Chiunque vedesse il mio parrocchetto Ciro contattatemi al 3476305985.
È tutto bianco con anellino FUXIA.
Si offre ricompensa. Grazie.",256,No Hand,,,,
https://www.annuncitrovalosubito.com/0/posts/1-ANIMALI/4-Persi-e-Ritrovati/99587-Perso-pappagallo-parrocchetto-monaco.html,Trovalosubito,,"Perso pappagallo parrocchetto monaco il 27/08/2022 nei pressi della campagna di Maruggio zona capoccia-squarcialupi ,si chiama Roki ,molto affezzionato offresi ricompensa,Davide 3348920039",257,No Hand,,,,
https://www.annuncitrovalosubito.com/0/posts/1-ANIMALI/5-Tutti-gli-Altri-/123718-Parrocchetti-.html,Trovalosubito,,Salve cerco 2 parrocchetti dal collare o monaci allevati a mano a Palermo e provincia,258,No Hand,,,,
https://www.clasf.it/calopsite-conuro-del-sole-parrocchetto-monaco-a-fiume-veneto-35043374/,Clasf.it,,"Cedo calopsiti, parrocchetto monaco verde oliva allevate a mano con sessagio e doc. Cities molto docili e abituati ai bambini. Per il conuro del sole accetto prenotazione con una piccola caparra come acconto",259,Hand,FingerPerch,Image,,
https://www.clasf.it/cedo-parrocchetto-allevato-a-mano-a-napoli-40236474/,Clasf.it,,Cedo parrocchetto blu di 2 anni allevamento a Mano. Contattare su WhatsApp grazie,260,No Hand,,,,
https://www.clasf.it/cerco-femmina-di-parrocchetto-da-collare-a-como-33882980/,Clasf.it,,Cerco femmina di Parrocchetto da collare in permuta con un maschio di 8 anni,261,No Hand,,,,
https://www.clasf.it/coppia-parrocchetto-dal-collare-a-agrigento-52094821/,Clasf.it,,"FATTORIA ARCHI DI LUCE (3899304611, AGRIGENTO) Coppia adulta e riproduttiva di PARROCCHETTO DAL COLLARE Maschio verde ancestrale portatore lutino Femmina lutina Seguite la nostra nuova pagina su face e INSTAGRAM (FATTORIA ARCHI DI LUCE)",262,No Hand,,,,
https://www.clasf.it/coppia-parrocchetto-dal-collare-a-varese-39564733/,Clasf.it,,Vendo coppia parrocchetto dal collare di 3 anni pronta per la riproduzione,263,No Hand,,,,
https://www.clasf.it/coppia-parrocchetto-monaco-a-avellino-33319325/,Clasf.it,,Cedo coppia riproduttiva di parrocchetti monaci anellati e con cites in regola. Anno 2017/2019 Non accetto scambi Possibilità di prenderli anche con una gabbia,264,No Hand,FingerPerch,Image & Text,264,possibilità di prenderli anche con una gabbia
https://www.clasf.it/coppia-parrocchetto-monaco-a-avellino-33333715/,Clasf.it,,Cedo giovane coppia di parrocchetto monaco ancestrale anellati e con cites. Prezzo 180,265,No Hand,,,,
https://www.clasf.it/coppia-parrocchetto-monaco-a-torino-34551994/,Clasf.it,,"Coppia parrocchetto monaco, maschio ancestrale anno 2016, femmina azzurro/cenere anno 2018",266,No Hand,,,,
https://www.clasf.it/coppia-parrocchetto-monaco-a-torino-38155462/,Clasf.it,,Solo a Torino e provincia disponibile coppia di parrocchetto monaco allevati a mano. Maschio Albino e femmina verde. Volendo disponibile anche la loro voliera. Non effettuo assolutamente spedizioni e non rispondo a persone troppo distanti!,267,No Hand,,,,
https://www.clasf.it/coppie-parrocchetto-monaco-a-avellino-33324205/,Clasf.it,,"Cedo due coppie di parrocchetti monaci, una 2017/2019 portatore di blu, l'altra 2014. Possibilità di prenderla anche con una gabbia",268,No Hand,,,,
https://www.clasf.it/coppie-parrocchetto-monaco-a-milano-33474185/,Clasf.it,,"Cedo 2 coppie di parrocchetto monaco riproduttive in ottimo stato di salute 1 coppia blu e 1 coppia F pallid portatrice di ino x M verde oliva pronte alla cova,prezzo non trattabile no perditempo per info contatto watsapp 3802677668.",269,No Hand,,,,
https://www.clasf.it/disponibili-parrocchetti-dal-collare-anno-2019-e-2020-a-lecce-37915875/,Clasf.it,,Disponibili varie mutazioni di parrocchetto dal collare anno di nascita 2019 e 2020 disponibile anche grande alessandrino. possibilità di scambio con soggetti di mio gradimento.,270,No Hand,,,,
https://www.clasf.it/fagiani-dorati-rossi-a-agrigento-38816283/,Clasf.it,,Possibile CONSEGNA in tutta la SICILIA. Seguiteci nella nostra pagina fb e instagram FATTORIA ARCHI DI LUCE Disponibili fagiani dorati rossi In fattoria troverete anche galline galli pulcini anatre cigni oche pavoni fagiani colombi faraone tacchini Colini starne pernici coturnici quaglie conigli lepri colombi tortore pappagalli inseparabili cocorite calopsite parrocchetto dal collare alpaca emù Colini struzzi gru daini turachi,271,No Hand,,,,
https://www.clasf.it/femmina-parrocchetto-dal-collare-a-brescia-64465368/,Clasf.it,,"Cedo femmina di 4 anni x morte del maschio, bellissimo piumaggio e taglia per maggiori informazioni chiamare o contatto whatsapp! 3515896650",272,No Hand,,,,
https://www.clasf.it/femmina-parrocchetto-dal-collare-a-brescia-68666818/,Clasf.it,,"Cedo femmina di 4 anni x morte del maschio, già riprodotto, bellissimo piumaggio e taglia per maggiori informazioni chiamare o contatto whatsapp grazie!3515896650",273,No Hand,,,,
https://www.clasf.it/femmine-adulte-parrocchetto-monaco-da-riproduzione-a-torino-33603415/,Clasf.it,,Femmine adulte parrocchetto monaco da riproduzione se interessati Contattare lasciare il vostro n cellulare no perditempo prezzo 110 cad soggetti con anello cites sessaggio siamo in Piemonte Torino,274,No Hand,,,,
https://www.clasf.it/inseparabili-roseicollis-a-agrigento-35039175/,Clasf.it,,"Seguiteci nella nostra pagina fb e instagram FATTORIA ARCHI DI LUCE Disponibili pappagalli inseparabili roseicollis sia adulti che giovani maschi e femmine Nati dalla cova naturale e allevati a terra all'aperto No allevati a mano. No pulli Zona Agrigento città. Possibile consegna in tutta la Sicilia. Calabria, Campania e Lazio lungo l'autostrada. Disponibili inoltre galline galli pulcini anatre cigni oche pavoni fagiani colombi faraone tacchini starne pernici coturnici quaglie conigli lepri colombi tortore pappagalli inseparabili cocorite calopsite parrocchetto dal collare monaco alpaca emù Colini struzzi gru",275,No Hand,,,,
https://www.clasf.it/pappagalli-parrocchetti-dal-collare-varie-colorazioni-a-agrigento-38816279/,Clasf.it,,"Ritrovato Parrocchetto Dal Collare, Probabile Femmina zona Varedo (Monza e Brianza) esemplare NON allevato a mano e senza anellino. Presa perché non riusciva a volare causa lussazione ala, portata dal veterinario e curata. Si cerca il proprietario che dovrà esibire foto del soggetto non avendo segni identificativi.",276,No Hand,,,,
https://www.clasf.it/pappagalli-pulli-parrocchetto-dal-collare-a-como-39564708/,Clasf.it,,Disponibile piccolo di parrocchetto dal collare giallo allevato a mano anellato foi contattare privatamente al 3457796520,277,Hand,Shell,Image,,
https://www.clasf.it/pappagalli-varie-a-ciampino-23646204/,Clasf.it,,Cedo coppia roseicolins40. due coppie parrocchetto dal groppone 60euro a coppia... coppia parrocchetto dal collare di due anni 100 euro,278,No Hand,,,,
https://www.clasf.it/pappagallo-a-genova-33503878/,Clasf.it,,"Vendo bellissimo parrocchetto dal collare, Albino, allevato a mano, buon parlatore, chiamare al 3497401264.grazie",279,No Hand,,,,
https://www.clasf.it/pappagallo-parrocchetto-dal-collare-a-terni-40540422/,Clasf.it,,Offro bellissimo parrocchetto dal collare non sesato colore verde nato nel 2020 Per contatti anche su whatsapp al n 3294040293,280,No Hand,,,,
https://www.clasf.it/pappagallo-parrocchetto-dal-collare-giallo-a-viterbo-33442667/,Clasf.it,,Vendo giovane esemplare di 6 mesi di pappagallo parrocchetto dal collare giallo molto intelligente simpatico giocherellone semi addomesticato prende il cibo dalle mani esce dalla gabbia si fa un voletto e poi rientra da solo può imparare ancora molto. Se vi interessa vendo anche la gabbia che è in foto semi nuova un anno di vita.,281,No Hand,TouchingTips,Text,281,prende il cibo dalle mani esce dalla gabbia si fa un voletto e poi rientra da solo può imparare ancora molto
https://www.clasf.it/pappagallo-parrocchetto-monaco-allevato-a-mano-a-trapani-35985516/,Clasf.it,,"Disponibile bellissimo pappagallo parrocchetto monaco parlante allevato a mano. Lo vendo compreso di gabbia e accessori e con i relativi documenti. Il suo nome è Rio ed è un pappagallo molto affettuoso, è affidabile e molto giocherellone con le persone. Ripete il suo nome, dice ciao è tante altre cose. Per qualsiasi informazione contattatemi.",282,Hand,FingerPerch,Image & Text,282,Lo vendo compreso di gabbia e accessori e con i relativi documenti.
https://www.clasf.it/parrocchetti-dal-collare-a-como-33466735/,Clasf.it,,Appassionato di animali propone ultimi soggetti di parrocchetto dal collare di due anni pronta riproduzione colore verde per info tel 3356318241 euro 75 non trattabili no perditempo grazie,283,No Hand,,,,
https://www.clasf.it/parrocchetti-dal-collare-a-perugia-33404113/,Clasf.it,,Cedo esemplari di parrocchetto dal collare ancestrali sia maschi che femmine età 2 anni e 3 mesi circa,284,No Hand,,,,
https://www.clasf.it/parrocchetti-dal-collare-allevati-a-mano-a-como-34767686/,Clasf.it,,"Appassionato di animali propone favolosi cuccioli di parrocchetto dal collare vari colori blu giallo viola grigio bianco pezzato allevati sin da piccolissimi per avere un ottimo carattere. Per info telefonare, no messaggi no perditempo e no spedizioni",285,Hand,Shell,Text,285,Appassionato di animali propone favolosi cuccioli di parrocchetto dal collare vari colori blu giallo viola grigio bianco pezzato
https://www.clasf.it/parrocchetti-monaci-allevati-a-mano-a-como-34765626/,Clasf.it,,Appassionato di animali propone cuccioli di parrocchetto monaco vari colori allevati sin da piccolissimi con regolari documenti cites per info tel 3356318241. Solo chiamate non rispondo ai messaggi grazie,286,No Hand,,,,
https://www.clasf.it/parrocchetti-monaci-allevati-a-mano-in-italia-26240815/,Clasf.it,,"Parrocchetto monaco allevato a mano con cura e serietà , sono un ottima compagnia per grandi e piccoli sanno parlare e fischiettare motivetti, sono dei veri pagliaccetti, 250 i verdi e 290 i blu.  Per maggiori info tel a Simona 3474215962. Siamo su f-book allevamento pappagalli il mandarancio .",287,No Hand,,,,
https://www.clasf.it/parrocchetti-monaco-allevati-a-mano-a-milano-41970457/,Clasf.it,,"Disponibile pulli di parrocchetto monaco mutazione blu, i pulli godono di ottima salute, sono disponibili sia da allevare a mano o già svezzati, prezzo impegnativo, non accetto prenotazioni senza acconto se lo volete già svezzato, solo persone decise e serie, No perditempo! No rivenditori! No improvvisati! No indecisi cronici! No curiosi!",288,Hand,HalfClosed,Image & Text,288,"i pulli godono di ottima salute, sono disponibili sia da allevare a mano o già svezzati, non accetto prenotazioni senza acconto"
https://www.clasf.it/parrocchetto-dal-collare-a-bari-60881180/,Clasf.it,,Vendo parrocchetto dal collare celeste compreso di gabbia,289,Hand,Relaxed,Image,,
https://www.clasf.it/parrocchetto-dal-collare-a-brescia-46418331/,Clasf.it,,Parrocchetto dal collare allevato a mano 2 anni completo di gabbia 290 euro Info Carlo 3396594387,290,No Hand,,,,
https://www.clasf.it/parrocchetto-dal-collare-a-brescia-47156570/,Clasf.it,,"Parrocchetto dal collare, allevato a mano maschio, completo di gabbia ¤ 290",291,Hand,FingerPerch,Image & Text,291,completo di gabbia
https://www.clasf.it/parrocchetto-dal-collare-a-cuneo-39181175/,Clasf.it,,Vendo splendido parrocchetto dal collare verde allevato a mano a 290euro per più informazioni contattate,292,Hand,Relaxed,Image,,
https://www.clasf.it/parrocchetto-dal-collare-a-latina-50768651/,Clasf.it,,Cedo parrocchetto dal collare allevato a mano di 3 mesi. Valuto eventualmente scambi con altri pappagalli.,293,No Hand,,,,
https://www.clasf.it/parrocchetto-dal-collare-a-milano-33342867/,Clasf.it,,"Vendo Parrocchetto dal collare, maschio adulto grigio, non allevato a mano",294,No Hand,,,,
https://www.clasf.it/parrocchetto-dal-collare-a-milano-33590468/,Clasf.it,,"Vendo un parrocchetto dal colore verde, di 2 anni,ottima taglia, solo telefonate, dispongo anche blu del 2019",295,No Hand,,,,
https://www.clasf.it/parrocchetto-dal-collare-a-milano-52716792/,Clasf.it,,"Cerco parrocchetto dal collare femmina, allevata a mano, mutata, non verde. zona Milano/Monza. foto indicative(prese dal Web)possibilmente intorno ai 2 anni di età. da accompagnare al mio maschio allevato a mano. Massimo",296,No Hand,,,,
https://www.clasf.it/parrocchetto-dal-collare-a-oristano-40945352/,Clasf.it,,Disponibile parrocchetto dal collare malva grigio..già aviato alla siringa dal 10 giorno di vita.. disponibile al prezzo di 180 euro.. possibilità di consegna,297,Hand,Shell,Image,,
https://www.clasf.it/parrocchetto-dal-collare-a-palermo-43697634/,Clasf.it,,Parrocchetto dal collare allevato a mano prende ancora 3 poppate al giorno,298,No Hand,,,,
https://www.clasf.it/parrocchetto-dal-collare-a-roma-35544847/,Clasf.it,,"Disponibile parrocchetto dal collare grigio selvatico, 4 mesi di vita,non sessato,zona Roma sud (acilia)",299,No Hand,,,,
https://www.clasf.it/parrocchetto-dal-collare-a-siracusa-38155436/,Clasf.it,,"Cerco parrocchetto dal Collare o Calopsite allevato a mano, a Siracusa o province vicine",300,No Hand,,,,
https://www.clasf.it/parrocchetto-dal-collare-allevati-a-mano-a-torino-35039137/,Clasf.it,,Offro 3parrocchetti dal collare allevati a mano.un Albino un lutino ed un blup,301,Hand,FingerPerch,Image,,
https://www.clasf.it/parrocchetto-dal-collare-allevati-a-mano-a-trapani-39910818/,Clasf.it,,Disponibile bellissimi parrocchetti dal colare Entrambi allevati a mano dal 20° giorno di vita e abituati al contatto umano... X qualsiasi informazione contattatemi,302,Hand,Relaxed,Image,,
https://www.clasf.it/parrocchetto-dal-collare-allevato-a-mano-a-bergamo-39165826/,Clasf.it,,"Bellissimo parrocchetto dal collare allevato a mano,mutazione ulivo,età un anno e mezzo, Cedo per trasferimento,",303,No Hand,,,,
https://www.clasf.it/parrocchetto-dal-collare-allevato-a-mano-a-brescia-38707045/,Clasf.it,,Vendo parrocchetto dal collare allevato a mano femmina tre anni,304,Hand,FingerPerch,Image,,
https://www.clasf.it/parrocchetto-dal-collare-allevato-a-mano-a-como-46763721/,Clasf.it,,Parrocchetto dal collare allevato a mano a fine svezzamento con una pappa al giorno per inf.contatti su Whatsapp al n.347 9069280,305,No Hand,,,,
https://www.clasf.it/parrocchetto-dal-collare-allevato-a-mano-a-firenze-39558887/,Clasf.it,,"Parrocchetto dal collare allevato a mano con cura e serietà, hanno un carattere docile e mansueto, sono dei veri giocherelloni, sanno parlare e dare tante soddisfazioni",306,No Hand,Open,Image & Text,306,
https://www.clasf.it/parrocchetto-dal-collare-baby-mutazione-blu-pallid-a-ragusa-39183945/,Clasf.it,,"Pappagallo baby pullo si cede fine mese, allevato a mano sin dal 10 gg di vita, anellato foi, a tre imbeccate a mano razza gigante in una mutazione rara blu pallid INO. SOLO INTERESSATI",307,No Hand,,,,
https://www.clasf.it/parrocchetto-dal-collare-blu-allevato-a-mano-a-trapani-35044707/,Clasf.it,,"Disponibile bellissimo parrocchetto dal collare blu allevato a mano,per qualsiasi informazione contattatemi al 3426278887 Antonino.",308,No Hand,,,,
https://www.clasf.it/parrocchetto-dal-collare-coppia-a-milano-36199168/,Clasf.it,,"In ottima salute Parrocchetto dal collare coppia. Pubblicato da Megghi a Animali e Accessori, Altri Animali a Legnano. 21 settembre 2020",309,No Hand,,,,
https://www.clasf.it/parrocchetto-dal-collare-dilute-blu-a-verona-39919500/,Clasf.it,,"Vendo parrocchetto dal collare Dilute Blu di 3 anni. Chiedere di Sergio al numero 338 5446940, chiamare solo se veramente interessati. Non rispondo alle e-mail.",310,No Hand,,,,
https://www.clasf.it/parrocchetto-dal-collare-femmina-verde-a-bergamo-33595839/,Clasf.it,,Scambio parrocchetto dal collare femmina verde di un anno con maschio adulto di parrocchetto dal collare,311,No Hand,,,,
https://www.clasf.it/parrocchetto-dal-collare-giallo-a-terni-35046719/,Clasf.it,,Partocchetto dal collare giallo con riflessi verdi di taglia grande coda lunga femmina di circa 2 anni mezzo vivacissimo,312,No Hand,,,,
https://www.clasf.it/parrocchetto-dal-collare-lutino-allevato-a-mano-a-verona-39183906/,Clasf.it,,"Possibilità di prenotate partocchetto dal collare lutino allevato a mano. Cedo a fine svezzamento. In foto i genitori, e i due pulli prenotabili. Per info contattatemi.",313,No Hand,HalfClosed,Text,313,
https://www.clasf.it/parrocchetto-dal-collare-maschio-trespolo-e-gabbia-a-latina-39183925/,Clasf.it,,Vendo Parrocchetto dal collare di 2 anni e mezzo bellissimo esemplare,314,No Hand,FingerPerch,Image,,
https://www.clasf.it/parrocchetto-dal-collare-maschio-turquise-blu-pallido-in-italia-70553939/,Clasf.it,,PARROCCHETTO dal collare Maschio Turquise blu pallido riproduttivo vendo a 320 Euro. Posso consegnare a provincia di Ravenna con aggiunto di spesa per trasporto. Tel. 334/8891336 chiamare dopo le 20,315,No Hand,,,,
https://www.clasf.it/parrocchetto-dal-collare-maschio-verde-riproduttivo-vendo-a-in-italia-70553940/,Clasf.it,,PARROCCHETTO dal collare maschio verde riproduttivo vendo a 70 Euro. Posso consegnare in provincia di Ravenna e comune di Imola con aggiunta di spese di trasporto. Tel. 334/8891336 dopo le 20,316,No Hand,,,,
https://www.clasf.it/parrocchetto-dall-collare-a-verona-48624075/,Clasf.it,,"Cedo parrocchetto dal collare anno 2021, non allevato a mano",317,No Hand,,,,
https://www.clasf.it/parrocchetto-del-colare-a-venezia-44311630/,Clasf.it,,Vendo parrocchetto del colare 25giorni allevato a mano Whatsapp +39 377 8305361,318,No Hand,,,,
https://www.clasf.it/parrocchetto-del-collare-a-foggia-37229202/,Clasf.it,,Cedo 2 parrocchetti del collare ancestrali non sensati inannellati FOI 2020,319,No Hand,,,,
https://www.clasf.it/parrocchetto-monaco-a-foggia-32793445/,Clasf.it,,"Vendo parrocchetto monaco nato il 6/4/17 allevamento a mano, abituato a stare libero in casa, già parla",320,Hand,Relaxed,Image & Text,320,abituato a stare libero in casa
https://www.clasf.it/parrocchetto-monaco-a-latina-35894720/,Clasf.it,,Cedo parrocchetti monaco femmine blu 2020 da riproduzione. Soggetti muniti di anello inamovibile e Cites,321,No Hand,,,,
https://www.clasf.it/parrocchetto-monaco-a-milano-40945368/,Clasf.it,,"Cedo pulli di Parrocchetto Monaco Blu a fine svezzamento (metà Giugno circa), sessati e con regolare documentazione. Contatto WhatsApp 3929975450",322,No Hand,,,,
https://www.clasf.it/parrocchetto-monaco-a-roma-35039148/,Clasf.it,,Pulli Parrocchetto Monaco allevati a mano Blu euro 160 Lutino euro 200 Portatori di ino e Lutino,323,No Hand,,,,
https://www.clasf.it/parrocchetto-monaco-a-roma-35894737/,Clasf.it,,Pulli di parrocchetto monaco mutazione blu e lutino allevati a mano. Blu euro 160- Lutino 180 euro,324,Hand,HalfClosed,Image,,
https://www.clasf.it/parrocchetto-monaco-a-roma-41281423/,Clasf.it,,"Parrocchetto Monaco mutazione albina allevato a mano come da foto allegata, con sessaggio analisi delle feci e visita medica.",325,No Hand,,,,
https://www.clasf.it/parrocchetto-monaco-a-roma-41636907/,Clasf.it,,Parrocchetto monaco 4 mesi con regolare documento vendo o scambio,326,No Hand,,,,
https://www.clasf.it/parrocchetto-monaco-a-torino-38816269/,Clasf.it,,2 coppie di parrocchetto Monaco con regolare documento cites e sesaggi endoscopic,327,No Hand,,,,
https://www.clasf.it/parrocchetto-monaco-a-torino-39181212/,Clasf.it,,Parrocchetto Monaco 2 femmine lutino e 2 maschi uno lutino e uno blu con regolare documento cites e sesaggi endoscopic chiamare 3792234886,328,No Hand,,,,
https://www.clasf.it/parrocchetto-monaco-ancestrale-femmina-in-italia-11522930/,Clasf.it,,vendo parrocchetto monaco ancestrale femmina due anni d vita regolare cites pultroppo non posso tenerla incluso anche la cavietta interessatti scrivirmi su slettieri@libero.it  (prezzo 125 euro),329,No Hand,,,,
https://www.clasf.it/parrocchetto-monaco-blu-a-milano-41636875/,Clasf.it,,"Disponibile pullo di parrocchetto monaco mutazione blu, il pullo gode di ottima salute è disponibile sia da allevare a mano o già svezzato, prezzo impegnativo, non accetto prenotazioni senza acconto se lo volete già svezzato, solo persone decise e serie, No perditempo! No rivenditori! No improvvisati! No indecisi cronici! No curiosi!,solo contatto watsapp! 3802677668.",330,Hand,HalfClosed,Image,,
https://www.clasf.it/parrocchetto-monaco-coppia-a-matera-64465343/,Clasf.it,,"Cedo coppia di parrocchetti riproduttori con cites, anello inamovibile e sessaggio.",331,Hand,HalfClosed,Image,,
https://www.clasf.it/parrocchetto-monaco-di-2-mesi-a-roma-34778183/,Clasf.it,,Vendo bellissimo e dolcissimo parrocchetto Monaco di due mesi completamente svezzato. Documenti in regola.,332,No Hand,,,,
https://www.clasf.it/parrocchetto-monaco-pulli-a-milano-44311621/,Clasf.it,,"Disponibili pulli di parrocchetto monaco mutazione blu allevati a mano, i pulli godono di ottima salute, solo persone decise e serie, No perditempo! No curiosi!, contatto watsapp 3802677668.",333,No Hand,,,,
https://www.clasf.it/parrocchetto-monaco-pulli-a-milano-44315238/,Clasf.it,,"Disponibili pulli di parrocchetto monaco mutazione blu allevati a mano, con sessaggio molecolare e regolare denuncia ai fini cites, i pulli godono di ottima salute, solo persone decise e serie, No perditempo! No curiosi!, contatto watsapp 3802677668.",334,No Hand,HalfClosed,Image & Text,334,
https://www.clasf.it/parrocchetto-monaco-pulli-a-milano-48628241/,Clasf.it,,"Disponibili a prenotazione pulli di parrocchetto monaco mutazione blu da allevare a mano, i pulli godono di ottima salute, solo persone decise e serie, No perditempo! No curiosi!, contatto watsapp 3802677668.",335,Hand,HalfClosed,Image,,
https://www.clasf.it/parrocchetto-monaco-pulli-allevati-a-mano-a-milano-42475152/,Clasf.it,,"Disponibili pulli di parrocchetto monaco mutazione blu, i pulli godono di ottima salute sono disponibili sia da allevare a mano o già svezzati, prezzo impegnativo, non accetto prenotazioni senza acconto se lo volete già svezzato, solo persone decise e serie, No perditempo! No rivenditori! No improvvisati! No indecisi cronici! No curiosi!,solo contatto watsapp! 3802677668.",336,Hand,HalfClosed,Image,,
https://www.clasf.it/parrocchetto-monaco-pullo-o-adulti-a-taranto-52090908/,Clasf.it,,"Parrocchetto monaco verde, blu, albino, lutino sia pullula di 20 giorni che adulti. Gli animali vengono ceduti solo a gente competente Azienda specializzata nella Vendita di animali dâ€™affezione vivi, espande la propria rete di vendita anche ai PRIVATI. Collaboriamo con allevatori di tutta Europa per garantire una disponibilità costante durante lâ€™anno e una qualità molto elevata dei nostri animali. Per garantire una corretta comunicazione degli ordini abbiamo dedicato un centralino apposito tramite whats app. CONSEGNE A DOMICILIO in tutta Italia con i nostri corrieri. - Per una corretta gestione contattare da whats app così: - Nome/cognome - Città / CAP - ANIMALE RICHIESTO",337,No Hand,,,,
https://www.clasf.it/parrocchetto-monaco-svezzato-a-mano-a-chieti-36477222/,Clasf.it,,Parrocchetto monaco chiacchierone e molto docile con anelo e documenti cites,338,Hand,HalfClosed,Image,,
https://www.clasf.it/per-motivi-personale-vendo-parrocchetto-dal-collare-pi%C3%B9-a-palermo-54346012/,Clasf.it,,Parrocchetto dal collare più voliera in vendita prezzo in privato,339,No Hand,,,,
https://www.clasf.it/pulli-di-pappagallo-parrocchetto-dal-collare-a-chieti-35280851/,Clasf.it,,"Pulli di parrocchetto dal collare da allevare a mano Torino se, interessati tel o WhatsApp al numero 3349136151",340,No Hand,,,,
https://www.clasf.it/pulli-di-parrocchetto-dal-collare-a-milano-33619695/,Clasf.it,,Vendo pulli di Parrocchetto dal collare varie mutazioni da allevare a mano oppure già allevati,341,Hand,Shell,Image,,
https://www.clasf.it/pulli-di-parrocchetto-dal-collare-viola-df-a-verona-33621951/,Clasf.it,,Disponibili due pulli di parrocchetto dal collare viola df da allevare a mano pulli nato 20/03/2020 genitori visibili in Foto Solo rispondere telefono o whatsapp 3287835334 (non rispondere email non sms grazie) non spedire. Al prossimo mese sono disponibilli pulli gialli blu e biaanchi se qualcuno prende tutti e due I pulli gli faccio uno sconto,342,No Hand,,,,
https://www.clasf.it/pulli-di-parrocchetto-del-monaco-a-napoli-34548661/,Clasf.it,,"Disponibili pulli di Parrocchetto del monaco da imbecco di 25 giorni di età, gia abituati alla siringa Si possono cedere svezzati o da allevare a mano. 3205554721",343,No Hand,,,,
https://www.clasf.it/pulli-lutini-parrocchetti-dal-collare-a-oristano-40948980/,Clasf.it,,Disponibili pulli di parrocchetto dal collare lutino giallo.. già in fase di svezzamento.. x maggiori informazioni mi potete contattare al numero 340 232 7748 anche whats app possibilità di consegna zona Cagliari e Oristano e Sassari,344,No Hand,,,,
https://www.clasf.it/pulli-parrocchetto-dal-collare-a-concordia-sulla-secchia-20384818/,Clasf.it,,Cedo pulli da imbecco di parrocchetto dal collare diverse mutazioni di 15/20 giorni di vita adatti per essere allevati a mano......Per info tramite mail oppure chiamatemi al 3479358659,345,No Hand,,,,
https://www.clasf.it/pulli-parrocchetto-monaco-a-verona-34778143/,Clasf.it,,Vendo pulli Parrocchetto Monaco albino e lutino. Per informazioni chiamare 3491873929.,346,No Hand,,,,
https://www.clasf.it/pullo-parrocchetto-monaco-blu-a-benevento-47156601/,Clasf.it,,"Disponibili pulli di parrocchetto monaco blu, con regolare certificazione CITES",347,No Hand,,,,
https://www.clasf.it/scambio-a-siena-33570706/,Clasf.it,,"Scambio parrocchetto monaco allevato a mano sessato e con documenti con cocorite, inseparabili o calopsitta allevate a mano. Info in privato.",348,Hand,Relaxed,Image,,
https://www.clasf.it/sicilia-a-agrigento-37805855/,Clasf.it,,Vendo parrocchetto dal collare nato a marzo 2020 non sessato,349,No Hand,,,,
